D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\center_2021_04_30_15_35_45_580.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\left_2021_04_30_15_35_45_580.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\right_2021_04_30_15_35_45_580.jpg, 0, 0, 0, 7.868114E-05
D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\center_2021_04_30_15_35_45_682.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\left_2021_04_30_15_35_45_682.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\right_2021_04_30_15_35_45_682.jpg, 0, 0, 0, 8.048781E-05
D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\center_2021_04_30_15_35_45_783.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\left_2021_04_30_15_35_45_783.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\right_2021_04_30_15_35_45_783.jpg, 0, 0, 0, 7.838405E-05
D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\center_2021_04_30_15_35_45_886.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\left_2021_04_30_15_35_45_886.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\right_2021_04_30_15_35_45_886.jpg, 0, 0, 0, 7.8347E-05
D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\center_2021_04_30_15_35_45_987.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\left_2021_04_30_15_35_45_987.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\right_2021_04_30_15_35_45_987.jpg, 0, 0, 0, 7.794787E-05
D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\center_2021_04_30_15_35_46_090.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\left_2021_04_30_15_35_46_090.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\right_2021_04_30_15_35_46_090.jpg, 0, 0, 0, 7.878966E-05
D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\center_2021_04_30_15_35_46_195.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\left_2021_04_30_15_35_46_195.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\right_2021_04_30_15_35_46_195.jpg, 0, 0, 0, 7.770881E-05
D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\center_2021_04_30_15_35_46_298.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\left_2021_04_30_15_35_46_298.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\right_2021_04_30_15_35_46_298.jpg, 0, 0, 0, 8.340943E-05
D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\center_2021_04_30_15_35_46_400.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\left_2021_04_30_15_35_46_400.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\right_2021_04_30_15_35_46_400.jpg, 0, 0, 0, 7.831759E-05
D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\center_2021_04_30_15_35_46_503.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\left_2021_04_30_15_35_46_503.jpg, D:\Fils 4th year\Licenta\screenshots\TrackA\IMG\right_2021_04_30_15_35_46_503.jpg, 0, 0, 0, 7.845257E-05
